
2MZHAL5nwgG8EJ4RR6xNfap7gzFjNHuxUeJk1gTbZE2LVwsfQbqRTznNMNNZzxWLaFKX7mfhJTFRDExTJaj6pB5G,1679081313,2023-03-17T19:28:33,0.00001,7Q8PAArSk2Sxiexipy8QNrXVEwC9h3V6HWDcAP1NTAxr,dec,-4,4,0,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
5w6Bzu9qDNShrFKMJFjghJyH2unNeLNPNUYgtyzbhH9hDXASFpEoy2mHUWML1GrY6e7YxE6Zd4NfaHGEf3oVueWf,1679081163,2023-03-17T19:26:03,0.00001,7Q8PAArSk2Sxiexipy8QNrXVEwC9h3V6HWDcAP1NTAxr,dec,-1,5,4,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
3mfWZH7x5ZhK333FWhSRYvwdbDFDGZfiJ8bUkKJd6WS7hZjoM9HGdiRW1PB3P4JQYq3X1cvQBxbnUpc6okVFxYuk,1679081001,2023-03-17T19:23:21,0.00001,7Q8PAArSk2Sxiexipy8QNrXVEwC9h3V6HWDcAP1NTAxr,inc,5,0,5,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
5BFS7NgmmEkHK78tW9kdGQwYLYMhoN1gDTxzm92mHyZUeNdpzpRtxV5uQaFjNrxRY5FrpvrZgsUoHmWFTBVT3R8a,1679080907,2023-03-17T19:21:47,0.000005,7Q8PAArSk2Sxiexipy8QNrXVEwC9h3V6HWDcAP1NTAxr,inc,0,0,0,J9BcrQfX4p9D1bvLzRNCbMDv8f44a9LFdeqNE4Yk2WMD,,,
