txHash,blockTimeUnix,changeType,ISC Balance Change,prevBalance,newBalance
FUroXbykkaV36VPBwnMpmzA7nvq2Em3gJAy7Z3HceTbP9N3KX6QJ6kAPUF6XDEfyTTSHUeJKooPGxD9PnqVzGA2,1679155502,inc,-995,10024.01,9029.01
21u9suUyEnehVa3MUpQczUh7dMYdB2zThm1b8YgXBmg1FGWk53RnvQcZiJxpfb5R9kF63W87UGjHsPEpmuHNpBga,1679149449,dec,-2,10026.01,10024.01
WRMPJDCwqtfkny4AZ5CHv9prS43rt51WxE4DBRmzsSHPHc8hFYMuFqkdPuxgtXVDZ9nGZVAHzFnEbmsJzTNd8r3,1679149445,dec,-1.93,10027.94,10026.01
4edntjVfZYe1btHAFUsnxDHHPFr6oATGmYNs24yZksDMQ2EHxKMqddrxwDnsFVi4wxtrZVJQpXZYsMSYdTb6ngip,1679149004,dec,10000,27.94,10027.94
2yS9aDrGLbAmrD9ajkfwtEX9vEfzSdnXc22fhCrYHK751tJ3uYM1tgQxEwPCEpJkLShvqhWjybqbXWktcwH58v23,1679148738,dec,25,2.94,27.94
3o8bBPYYYmWT1EgZ5PToqkoJVH6i5rNSZwYQ22PUgjZhFxkJpCDzCHUHRAyXSzWJWdSDTG5Q1qoPMosSzUDwt6FC,1679122043,dec,-0.07,3.01,2.94
3SFiVm7viGN6duZai6RMQruPDcXFwA7xVXWNEs4y4pyhckZ4vU8Thk9DcuZzUW3yLHorxvk4vFF5SDrYDCiKTkVH,1679115474,dec,-0.91,3.92,3.01
Qccv3D74gsXL4ZVQsRku9nES73jEYKDNcNBJxygXJSGvNTgZ2SSMvD97EzU14PGGRBx17EPQYK6GqEidzG1wDrj,1679110389,dec,-0.08,4,3.92
4SLCTrhDP8FKCcoY5G31tzK9VBqyhectinaLFEzJvfmDTraPpDKSWHdfvM9hoXpvGBL9YTGegnTPSFtP4dr9T8ni,1679108656,dec,-0.06,4.06,4
5H8nN15rxAmE9ye4QcDLfZcfmuuU5r72g7xhHSHrLW1GwC5hCKm6XHUkbuFVbfiyn39qpoUmurxGZm7NTzNLoEo4,1679107602,dec,-0.03,4.09,4.06
5Ug9tvQ491jw9HKQQR9ecbJyVXRJ2uTJiVvwWRtSrautfPZCK7C2gVYt8q6GAEMzAYxb5CEXPYDm3EJoojkegwH1,1679105450,dec,-0.91,5,4.09
4m7sMrdLXmv2597Z5G1boyZnraGRWrU5aKUXJbqhSykiqQtprodngRFooqrMpovpCVfowg2GUkbCPYkykNYRo11r,1679105395,inc,1.94,3.06,5
25hFihkGP4d8eXs6Y299N19yebHX4mPkL4rqojXQVzfmydF87pSv88n7dSjrwjuQDPA2J438LQbGzymUpWUEvSfx,1679105123,dec,-0.99,4.05,3.06
izhM2pmRpsJPmRWKzP5Jzw1R4F9GrKf7Q5V5v9D7EiiitJcF3TKUTfi52D89yGrmWGCU4x7DBGpf6ng96n8YDtc,1679104735,dec,-0.45,4.5,4.05
5yfUbWXFa4dTo2bdgLfUMBVTTU2w1ZUuWMr7EustGySCKy63uEJSGvHUSonPR6NND6cnSfLHBSfcz96xj7HRXijK,1679104431,dec,-0.5,5,4.5
6UtieNcCrgeMn2kUmyg3Pi1Xsaav2BNrS7ruD3csKEi7iW5Tq9qwd8rnN8CpJVdPGrEDtokbotZnBixS2cgH5yr,1679083101,inc,1,4,5
4e8YDhZCKGEvnr8qr4whk66v9oBWxbsJPCfNEuERA1EmuYS4nCdBi1AqVM45YGMBVdfjzRWUBcUcZpK5BiRvykWa,1679082094,dec,-1,5,4
2MZHAL5nwgG8EJ4RR6xNfap7gzFjNHuxUeJk1gTbZE2LVwsfQbqRTznNMNNZzxWLaFKX7mfhJTFRDExTJaj6pB5G,1679081313,inc,4,1,5
5w6Bzu9qDNShrFKMJFjghJyH2unNeLNPNUYgtyzbhH9hDXASFpEoy2mHUWML1GrY6e7YxE6Zd4NfaHGEf3oVueWf,1679081163,inc,1,0,1
2nSF3dXDwf4Am8vLYxHcgLfarpmpBbtziJM9Mjs6e1JTxer73SCvP6gsuYNrj8NP2NFZao6KudcdB9b8QQBwoyYF,1679079824,inc,0,0,0
