txHash,blockTimeUnix,changeType,ISC Balance Change,prevBalance,newBalance
2MZHAL5nwgG8EJ4RR6xNfap7gzFjNHuxUeJk1gTbZE2LVwsfQbqRTznNMNNZzxWLaFKX7mfhJTFRDExTJaj6pB5G,1679081313,dec,-4,4,0
5w6Bzu9qDNShrFKMJFjghJyH2unNeLNPNUYgtyzbhH9hDXASFpEoy2mHUWML1GrY6e7YxE6Zd4NfaHGEf3oVueWf,1679081163,dec,-1,5,4
3mfWZH7x5ZhK333FWhSRYvwdbDFDGZfiJ8bUkKJd6WS7hZjoM9HGdiRW1PB3P4JQYq3X1cvQBxbnUpc6okVFxYuk,1679081001,inc,5,0,5
5BFS7NgmmEkHK78tW9kdGQwYLYMhoN1gDTxzm92mHyZUeNdpzpRtxV5uQaFjNrxRY5FrpvrZgsUoHmWFTBVT3R8a,1679080907,inc,0,0,0
